POINT_X,POINT_Y,0,1,2,3,4,5,6,7,8,9,dist_e_0,dist_e_1,dist_e_2,dist_e_3,dist_e_4,dist_e_5,dist_e_6,dist_e_7,dist_e_8,dist_e_9,dist_m_0,dist_m_1,dist_m_2,dist_m_3,dist_m_4,dist_m_5,dist_m_6,dist_m_7,dist_m_8,dist_m_9,dist_r,angle_center_0,angle_center_1,angle_center_2,angle_center_3,angle_center_4,angle_center_5,angle_center_6,angle_center_7,angle_center_8,angle_center_9,Ca
758411.375,7519326.0,0,0,0,0,0,0,0,0,0,1,1665.536351237436,1170.1517466757343,2318.3570012062187,740.7415856868639,1562.8394053619363,724.5649170820645,2023.8164455718997,2271.974648607653,833.4267428103492,92.15307362525164,1713.05770731729,1563.3679459462874,3103.849259259645,984.5887500003446,2094.9357560977805,870.2480540536344,2861.810290322872,2632.0998000003165,1151.7478787881555,120.64087500004098,0.12718401271257568,-0.028955387739309543,-1.119448874760109,-0.45738592721465426,-2.007681578602328,-0.461034763794648,0.2292213432427095,-0.7709585105598447,-0.1745965733278862,-0.5713590640205852,-1.9682767460708241,20
758408.188,7520032.0,0,0,0,1,0,0,0,0,0,0,1787.109359940429,614.5324823158481,2101.0394365775155,318.5195013814798,1396.5216984495817,1118.663358700942,1610.5170762021964,2255.8333778803512,743.0973508857065,622.245807597234,2319.4316829266027,854.1809459462529,2394.6622592596104,351.44241666642483,1407.2121707313927,1573.0610540536,2152.6232903228374,2545.579466666328,953.1669393936172,659.8903750000754,0.5183119046549796,0.37693193207779413,-0.5999641802835807,-0.15183947890858748,3.032013359772026,0.007684673252745897,0.8919245198308777,-0.45256851986688185,0.1384544874064078,0.350711475943325,1.6332867883465552,7
758309.438,7519425.0,0,0,0,0,0,0,0,0,0,1,1563.7259362353861,1037.7390562413248,2183.6187745512952,707.0345554160444,1428.159736350771,658.7321910762233,1881.7173558576574,2155.8669980449763,694.7144985966336,138.32262020309219,1613.6816829266027,1362.430945946253,2902.9122592596104,987.525750000379,1893.998756097746,867.3110540536,2660.8732903228374,2431.162800000282,950.810878788121,151.64037500007544,0.20998308884389494,0.03247974345654291,-1.166247833510664,-0.43732248369406623,-2.1987208578977815,-0.4307012633827008,0.4117524880429231,-0.7709717883229669,-0.13757873561745973,-0.5308270677739804,3.0399793008351694,11
758000.688,7520221.5,0,1,0,0,0,0,0,0,0,0,1513.5321090879734,186.38513108995306,1674.2887020889548,758.062932090895,1009.0466260935153,1100.394384935328,1161.2033650471528,1894.1582466693874,531.1882297915099,925.3093405436884,2101.4316829266027,257.1809459462529,1797.6622592596104,948.4424166664248,1189.2121707313927,1355.0610540536,1555.6232903228374,2327.579466666328,735.1669393936172,1256.8903750000754,0.35088339808114494,0.594148574115245,-1.006339841099158,-0.07670253225137848,2.8411639911339868,0.1997624662065065,1.2994607601868975,-0.45925808838515025,0.26759152413372167,0.9924607901324545,2.0741763956781325,6
757906.625,7520223.0,0,1,0,0,0,0,0,0,0,0,1437.4397159322107,156.07509095938548,1580.3976480223464,848.7674901823037,917.3728511686998,1080.4698387040132,1076.9783105518206,1804.031490389041,487.56583326493546,975.423407636972,2008.8686829266371,161.61794594628736,1702.099259259645,1044.0054166663904,1096.6491707314271,1262.4980540536344,1460.0602903228719,2235.0164666663622,642.6039393936517,1352.453375000041,0.3201108041436053,0.6316544031839688,-1.5346201220861515,-0.08031695207623137,2.872276729267219,0.22171354390683076,1.38380520887777,-0.4967346293492144,0.28218034658126223,1.1564254153834415,2.1580038852177745,8
758009.688,7520122.0,0,1,0,0,0,0,0,0,0,0,1467.8987021178789,279.02066630737187,1693.7542496593426,725.9231103753151,1003.0512859351314,1007.5667854023064,1216.3650827548718,1879.1041244413188,457.00430282703763,834.7744861322692,2010.9316829266027,365.6809459462529,1906.1622592596104,839.9424166664248,1098.7121707313927,1264.5610540536,1664.1232903228374,2237.079466666328,644.6669393936172,1148.3903750000754,0.6105427554649804,0.5345134384534985,-1.1705931716296378,-0.13490072721834573,2.968768663178765,0.10059485391215787,1.2643804036845385,-0.5293605996242815,0.21523493978501296,0.85653814982937,2.1222487258677636,6
758104.563,7519621.5,0,0,0,0,0,0,0,0,1,0,1380.3560360596323,784.3540856459283,1916.9765277460347,725.1315484607625,1163.6785431337537,608.9059989160769,1597.84751921781,1933.1663115859985,423.6866965628828,402.01838652433526,1605.3066829266027,961.0559459462529,2501.5372592596104,995.900750000379,1492.623756097746,858.9360540536,2259.4982903228374,2029.787800000282,549.435878788121,553.0153750000754,0.9488577049637631,0.1801148238995099,-1.3082350128450602,-0.38970900601292247,-2.5970032690885065,-0.35068204694828486,0.8566843624457058,-0.7721152791995537,-0.05132005945974372,-0.3750308740025556,2.590421127213563,12
758108.875,7519522.0,0,0,0,0,0,0,0,0,0,1,1370.3300443557225,881.8293464123716,1960.8521729852534,777.9096180464167,1205.423274561434,540.8860564785972,1671.748055772776,1945.105312037305,472.98348122333886,355.9330338752022,1510.1186829266371,1064.8679459462874,2605.349259259645,1091.0887500003446,1596.4357560977805,763.7480540536344,2363.310290322872,2133.5998000003165,653.2478787881555,449.203375000041,0.7525274095294114,0.10805312821540736,-1.3328017551873974,-0.43582839230474146,-2.484490466604945,-0.4270472545433553,0.7298378700734793,-0.812968418074069,-0.10231513386271576,-0.5686443149488563,2.8243539833878923,10
758206.5,7519521.0,0,0,0,0,0,0,0,0,0,1,1467.323087363826,910.7469880477248,2050.1696743287152,703.8228193491709,1295.2981877917061,616.5029552780946,1740.9931886019235,2042.3416323322135,558.1858768139356,264.5180434721757,1606.7436829266371,1163.4929459462874,2703.974259259645,994.4637500003446,1695.0607560977805,860.3730540536344,2461.935290322872,2232.2248000003165,751.8728787881555,350.578375000041,0.47388881456839427,0.10020042130056198,-1.228701925759567,-0.41616680357318203,-2.398534131726292,-0.39652859962887427,0.622843382964986,-0.7726237786844549,-0.0979200046755082,-0.475840462606353,2.7125847803139305,14
758208.75,7519425.0,0,0,0,0,0,0,0,0,0,1,1463.0946947926718,1002.3905373791421,2092.8411181356787,770.505864131919,1337.32813328555,567.8911260584204,1810.8602698629225,2056.1767718893893,610.0156927057889,238.70985685523684,1512.9936829266371,1261.7429459462874,2802.224259259645,1088.2137500003446,1793.3107560977805,766.6230540536344,2560.185290322872,2330.4748000003165,850.1228787881555,252.32837500004098,0.42034440388610717,0.03471455995723605,-1.258719307763654,-0.4576995084206206,-2.3046697667584626,-0.4621408055206303,0.4827710977805572,-0.8097269840738176,-0.1442945847440648,-0.6144847185223052,3.082779236715305,13
757713.063,7519213.0,0,0,0,0,0,1,0,0,0,0,979.879899257747,1181.018959522134,1789.2774821149442,1280.0481305365347,1070.1388316561747,52.1487353388123,1699.3119578589174,1620.6848267068945,563.7036236080735,760.2133396150642,1127.7457073172554,1353.8900000002468,2518.5372592596104,1795.900750000379,1509.623756097746,58.936054053599946,2276.4982903228374,2046.787800000282,566.435878788121,931.9528750000754,0.09251091026349297,-0.16528136668704366,-1.7305898043486143,-0.6884463634684999,-2.4822376616789894,-0.8561009601110732,1.430333053438379,-1.1115514181684671,-0.3186049962336158,-1.5659375326469938,-2.8781436516972723,9
756614.75,7518995.0,1,0,0,0,0,0,0,0,0,0,401.46631287023695,1889.383198916037,1384.1258666206822,2335.944503121179,1100.3644370929064,1103.6234091964768,1775.1021284023022,849.0606112194728,1345.8576228952152,1878.9206357001826,511.0063170733629,2670.2030000002123,1638.224259259645,3112.2137500003446,1423.2258292685729,1257.3769459463656,2086.2985806453507,1166.4748000003165,1877.2710606063483,2248.265875000041,0.47283587009604233,-1.90526112115634,-2.3196057646320245,-1.3645672286025583,-2.698185189095743,-1.9398692832815627,-2.990271587660416,-1.766428741845772,-1.0249149559927566,-2.521860694216887,-2.918356039084923,39
756495.438,7520296.0,0,0,1,0,0,0,0,0,0,0,955.3689745373865,1407.9889573370876,172.7081086530065,2249.298398068178,584.8177027171389,1659.0000817139414,639.8837397275489,659.0661637440913,1321.2205914101119,2142.9088851979036,1172.8792926827446,1488.5150000002468,217.91225925961044,2528.192416666425,791.0012439022539,2344.959216215764,904.6105806453852,896.8294666663278,1734.189121211879,2836.6403750000754,0.29531956343076177,1.8367495927841224,-3.082628361325258,-0.3167572733503559,3.0083424376898886,2.6525587608208236,2.388460585478727,-2.3828589930474755,1.0612221688945447,2.737648686014216,2.7158419223247736,31
756983.188,7520806.0,0,0,0,0,0,0,1,0,0,0,1451.2061030090888,1012.2718442620187,795.6450546206526,1920.2639298440258,785.2497796468485,1796.3680108401074,73.57224557601398,1353.819688421865,1260.2347491213816,2022.1265356852794,1668.4316829266027,1344.819054053747,1108.069666666328,2550.442416666425,813.2512439022539,2367.209216215764,93.1394193546148,1894.5794666663278,1756.439121211879,2858.8903750000754,0.0936927936600017,1.4069927111790757,2.7061076933449955,0.6106204562882417,2.7068142187691238,1.6071233795973698,1.984760352204695,1.247386668848841,0.9301043796408227,2.18582830178251,2.3802648716646146,8
757289.875,7520707.0,0,0,0,0,0,0,1,0,0,0,1439.2776740265433,693.5784631298991,1022.9458777201023,1600.8949829231278,740.0034541285333,1600.6092699884382,331.361146872748,1489.3489189961488,1020.9021335254234,1737.4534030740717,1876.1186829266371,939.1320540537126,1315.7566666663624,2144.7554166663904,963.8991707314271,1961.5222162157297,359.3102903228719,2102.2664666663622,1350.7521212118445,2453.203375000041,0.47775581925860344,1.183693118732252,2.6489582285635023,0.356707837104463,2.682206692268909,1.1854282730004668,1.8336429801706842,-0.08836287521164055,0.7238284257188587,1.9952694734693648,2.2996516397404694,6
758096.313,7520320.0,0,1,0,0,0,0,0,0,0,0,1648.1494192062437,204.04112789282362,1765.2424532097416,706.5504965070346,1124.9931751904796,1222.6877756144347,1210.332203754146,2013.63135124512,666.4575160333238,974.3470839060027,2295.5566829266027,254.3059459462529,1794.7872592596104,951.3174166664248,1383.3371707313927,1549.1860540536,1552.7482903228374,2521.704466666328,929.2919393936172,1259.7653750000754,0.30615774146753155,0.611191786366295,-0.2932081426134226,-0.01688023723176173,2.6670690542609132,0.2687649271592373,1.2456789756873123,-0.35107472902856046,0.30221763111566263,0.953092207807618,1.939030310057661,9
756610.375,7519900.5,0,0,0,0,1,0,0,0,0,0,543.6094084465147,1376.4438679630662,528.9023709573543,2116.630622223047,419.10951485223734,1321.436190434416,905.8515647537508,472.0316807681688,1106.8943910346147,1900.790714276227,662.4422926827101,1769.0780000002123,728.3492592596449,2211.0887500003446,522.1008292685729,1834.5222162157297,1185.1735806453507,616.2664666663622,1223.7521212118445,2326.203375000041,0.8878842923640047,1.823969543843201,-2.786566041255837,-1.0150143999100172,-3.0959066935242934,-2.8492936224514347,2.5480005131121883,-1.966816215322939,0.39085303181979925,3.029510940654533,2.8811163199928584,39
757392.313,7520411.5,0,1,0,0,0,0,0,0,0,0,1221.8746681089913,509.70594647471256,1062.7836894400482,1395.4160467214467,545.1066906362661,1288.8321002088614,540.8503227676293,1400.5994834298267,710.0041839473674,1453.7973918900243,1683.0566829266027,541.1940540537471,1122.694666666328,1746.8174166664248,770.8371707313927,1563.5842162157642,757.2482903228374,1909.2044666663278,952.814121211879,2055.2653750000754,0.9424159051370343,1.0139487802233664,3.077733981878467,0.05809123918909573,2.84012228132441,0.79788555231278,1.8164639616494154,-0.6440368124541951,0.515811781121369,2.035211848434282,2.382561067729731,19
757294.063,7520407.0,0,1,0,0,0,0,0,0,0,0,1168.9398916688385,607.5638171741687,964.4389174459142,1488.2753032697703,478.0309171482611,1311.9081611320987,469.17753871151604,1313.6684504790032,755.3510480655248,1523.6307438086014,1580.3066829266027,634.9440540537471,1019.944666666328,1840.5674166664248,668.0871707313927,1657.3342162157642,663.4982903228374,1806.4544666663278,1046.564121211879,2149.0153750000754,0.9814794857002959,1.0833224486379804,3.095446099127402,0.05934776847825957,2.8626132255108527,0.9389153422783334,1.8900067814394685,-0.7778407605189414,0.5497282310618967,2.154457820754468,2.4290998310226786,21
759111.688,7519942.0,0,0,0,1,0,0,0,0,0,0,2432.347602239121,1287.1515741859923,2810.112579110712,390.8042252973551,2101.476007226296,1608.1103518399311,2293.777150767724,2946.072094901802,1411.079692125754,850.730087158805,2932.9316829266027,1647.680945946253,3188.1622592596104,442.05758333357517,2179.248756097746,2186.5610540536,2946.1232903228374,3159.079466666328,1566.6669393936172,1195.6721249999246,0.4593751075649968,0.23560262840138857,-0.3463728960375002,-0.14563165092981556,-0.14163496834337058,-0.03772924453214675,0.5068621394483533,-0.3535809148529855,0.07519913540737504,0.11741609575101325,0.6741154523144997,16
757885.375,7520819.0,0,1,0,0,0,0,0,0,0,0,1839.6584173725737,440.3036467967447,1623.3399912720195,1174.7508083695873,1183.076799488487,1667.337710805931,929.2608227625578,2033.5534123749003,1056.9003868633235,1515.9246607198606,2583.618682926637,455.63205405371264,2023.2566666663624,1661.2554166663904,1671.3991707314271,1837.2480540536344,1008.3264193546493,2809.7664666663622,1217.3539393936517,1969.703375000041,0.4738213814801594,0.9032654757271166,1.6062452627801915,0.2932197086316491,2.3667817199752967,0.7399969357795321,1.4628625038750662,0.08917609733351449,0.5705624324533453,1.4044028861106441,1.9503592516817556,18
758008.875,7520722.5,0,1,0,0,0,0,0,0,0,0,1846.9861917888247,360.0724142317626,1718.4562823360257,1019.1432057607916,1219.0442393281642,1590.2893924589794,1049.1583550231837,2090.6098707271194,991.8044249996398,1382.7903061757463,2610.618682926637,451.42199999978766,2050.2566666663624,1441.2554166663904,1698.3991707314271,1864.2480540536344,1062.8102903228719,2836.7664666663622,1244.3539393936517,1749.703375000041,0.3630477997029438,0.8183065566895896,1.2664726645461168,0.2186201815069637,2.3496646855994907,0.6128861887556761,1.3790206027888805,-0.013098431113188393,0.49975014826524233,1.2650364191114174,1.8932295439779165,11
758008.875,7520824.5,0,1,0,0,0,0,0,0,0,0,1922.7093415726513,458.40555952578393,1743.4240877811799,1094.086319194386,1280.4390363198922,1690.5312535812595,1052.7743818483589,2141.361163274799,1089.5062347828152,1479.886957119906,2712.618682926637,553.4219999997877,2152.2566666663624,1543.2554166663904,1800.3991707314271,1966.2480540536344,1137.3264193546493,2938.7664666663622,1346.3539393936517,1851.703375000041,0.4354262104297789,0.8545720684547895,1.3331969542705318,0.2757642645965246,2.284127155721202,0.6780937133771316,1.3905210525618783,0.08393229880503164,0.5415701545793503,1.2932215665211317,1.8713874344161356,26
758110.875,7520621.0,0,1,0,0,0,0,0,0,0,0,1848.2100247101564,320.363826751335,1800.1000519117888,875.253307438351,1252.1370665348288,1514.810616808146,1156.8228305169876,2135.956477579789,934.4991373735733,1255.8611880313865,2611.118682926637,451.92199999978766,2050.7566666663624,1237.7554166663904,1698.8991707314271,1864.7480540536344,1266.3102903228719,2837.2664666663622,1244.8539393936517,1546.203375000041,0.36602412584873323,0.7404065758483314,0.8563795973421198,0.151236213282921,2.3481872231337753,0.4994770021133204,1.3000665560593294,-0.09978485829328466,0.4351130916982204,1.1278245485447942,1.8417833281503808,9
758580.875,7520227.5,0,0,0,1,0,0,0,0,0,0,2023.087789729226,696.5638777709926,2252.8748117158007,271.60082937155806,1582.6616964284674,1379.2993682400843,1699.0235336744943,2459.7168812925015,980.3480287373148,827.425635542897,2687.618682926637,831.3679459462874,2371.849259259645,374.2554166663904,1775.3991707314271,1941.2480540536344,2129.810290322872,2913.7664666663622,1321.3539393936517,950.359124999959,0.3899151794099371,0.435398063319575,-0.21920877927429458,-0.054311246896574114,2.1292824615621573,0.13067849218152072,0.8834841463842712,-0.3040972350418943,0.20754021389782495,0.4778147722471877,1.4083426475376553,14
758707.938,7520230.5,0,0,0,1,0,0,0,0,0,0,2140.166096830043,820.5031345754952,2379.6081697877275,233.94160197609608,1709.0862156024539,1465.4031901290623,1819.8181609923272,2584.775895803271,1095.9793346242993,860.0555321517261,2817.6816829266027,955.4309459462529,2495.9122592596104,250.19241666642483,1905.4621707313927,2071.3110540536,2253.8732903228374,3043.829466666328,1451.4169393936172,1080.4221249999246,0.28511969317110625,0.41162597416168756,-0.1819559429951794,-0.05015377131924108,1.642924200170017,0.12273102599042703,0.8177138823869275,-0.2816155814240674,0.19854660239357688,0.4269117077058431,1.2625984757138147,10
758807.5,7520236.0,0,0,0,1,0,0,0,0,0,0,2233.88336777196,917.7253033450949,2478.7914194853997,252.7471731516117,1808.585159118555,1539.0474702392387,1914.213344309407,2683.5045902867964,1189.4344240582318,900.3348480272763,2922.743682926637,1049.4929459462874,2589.974259259645,321.5362499996554,2010.5241707314271,2176.3730540536344,2347.935290322872,3148.8914666663622,1556.4789393936517,1185.484124999959,0.2807257474320871,0.39604970368104864,-0.15642777243917022,-0.04592411653053229,1.2374404590852537,0.11900984120323493,0.7729456186401426,-0.2644001327799951,0.1932378003469387,0.39645686484906295,1.1588929391648082,5
758811.0,7519933.0,0,0,0,1,0,0,0,0,0,0,2138.7482127553994,1013.4240197629258,2514.462557408829,107.46303528648976,1801.456261027116,1347.9509038502165,2017.9480776074113,2645.592758348085,1111.7185318842664,636.3790703639603,2623.243682926637,1355.9929459462874,2896.474259259645,150.36958333360963,1887.5607560977805,1876.8730540536344,2654.435290322872,2849.3914666663622,1256.9789393936517,885.984124999959,0.16886638843265084,0.26433270020550953,-0.4556716422232263,-0.16652821248793737,-0.63988667978444,-0.04901792643142646,0.6094913535556992,-0.40938896622766074,0.08034568256295556,0.14106323361774853,0.9619614560393809,10
758908.625,7520037.0,0,0,0,1,0,0,0,0,0,0,2261.3941139262633,1064.0929967827044,2596.214953711417,188.09411843652663,1896.9826961842318,1487.8226008474783,2070.4666779487225,2752.9182002949947,1226.2474205122226,777.7976990619348,2824.868682926637,1349.6179459462874,2890.099259259645,223.6612499996554,1912.6491707314271,2078.4980540536344,2648.060290322872,3051.0164666663622,1458.6039393936517,1087.609124999959,0.2418291011446525,0.29745184965210697,-0.32718124280954747,-0.12077506597688611,0.21338917327491036,0.008293110778716964,0.6292451338776487,-0.3444955382261229,0.11516275459389835,0.21390356417014061,0.9354676782251202,8
759008.438,7520138.0,0,0,0,1,0,0,0,0,0,0,2387.3746354615473,1133.3715787882804,2685.480878776857,316.6799605045421,2000.1397038759221,1628.1218433860488,2134.193955900009,2865.054177671394,1347.456715698551,918.5500274942805,3025.6816829266027,1348.430945946253,2888.9122592596104,424.47424999962095,2113.4621707313927,2279.3110540536,2646.8732903228374,3251.829466666328,1659.4169393936172,1288.4221249999246,0.3447607109309177,0.3256501743936551,-0.21425143320744341,-0.07894916627231542,0.46085958103849484,0.058394958838705664,0.6433184177702089,-0.28411998339623384,0.14618342108775736,0.27145871707135416,0.9132574703553337,12
759013.5,7519939.5,0,0,0,1,0,0,0,0,0,0,2336.3784278087896,1196.1760674072505,2713.3782773065586,294.40587381419687,2003.461784080702,1521.7334697999981,2202.8286604881123,2847.9779529268058,1313.3058580203854,774.7348848620938,2832.243682926637,1551.9929459462874,3092.474259259645,346.3695833336096,2083.5607560977805,2085.8730540536344,2850.435290322872,3058.3914666663622,1465.9789393936517,1094.984124999959,0.3800085417175998,0.2443722931094801,-0.3762100619709543,-0.15179460713968881,-0.19714936484559337,-0.040824841870837236,0.5367524669259229,-0.37008038946137417,0.0769139532445036,0.12428400363836957,0.7507798760884449,14
759012.125,7519834.0,0,0,0,1,0,0,0,0,0,0,2311.771607845788,1237.5939124909087,2729.9725906141534,330.4250184341369,2009.1638662335608,1469.3611199919837,2241.885621470059,2840.445025481434,1303.0614890295012,705.8813238009856,2725.368682926637,1656.1179459462874,3196.599259259645,450.4945833336096,2187.6857560977805,1978.9980540536344,2954.560290322872,2951.5164666663622,1359.1039393936517,988.109124999959,0.46810279191817256,0.20022173412861932,-0.455987110894832,-0.19008082945124855,-0.5164640254474282,-0.09334256509419979,0.4754896966523039,-0.4141891760212124,0.039910445354445254,0.04398987786089451,0.642620330311976,6
759111.875,7520039.5,0,0,0,1,0,0,0,0,0,0,2457.116786959149,1257.580428819831,2797.813176632377,389.3859585065508,2100.2465973159005,1657.7921631823401,2262.0449881822765,2955.1828691947476,1425.9769926299111,914.9030744311244,3030.618682926637,1550.3679459462874,3090.849259259645,429.4112499996554,2118.399170731427,2284.2480540536344,2848.810290322872,3256.7664666663622,1664.3539393936517,1293.359124999959,0.4256035085997129,0.2741788599408488,-0.2733321315221309,-0.11113535704404615,0.10893349711329325,0.008680855059595345,0.5582486976393948,-0.31310502583781596,0.1080999568962788,0.1853563830153529,0.7573416862931367,9
759231.813,7520040.0,0,0,0,1,0,0,0,0,0,0,2572.9091363631874,1373.3240980768107,2916.9884421143956,508.8220064007536,2220.1844845737983,1760.9176891116786,2376.292429217039,3074.4999017483624,1544.1039428267557,1005.7523512480394,3151.0566829266027,1669.805945946253,3210.2872592596104,549.849249999621,2238.8371707313927,2404.6860540536,2968.2482903228374,3377.204466666328,1784.7919393936172,1413.7971249999246,0.5059118238892066,0.2617441025869056,-0.24940420288876178,-0.10640482830883188,0.08428111316275035,0.008437104972180583,0.5224033124090303,-0.297357872070776,0.10405279179723927,0.17135896853561652,0.6756870278365386,8
