POINT_X,POINT_Y,0,1,2,3,4,5,6,7,8,9,dist_e_0,dist_e_1,dist_e_2,dist_e_3,dist_e_4,dist_e_5,dist_e_6,dist_e_7,dist_e_8,dist_e_9,dist_m_0,dist_m_1,dist_m_2,dist_m_3,dist_m_4,dist_m_5,dist_m_6,dist_m_7,dist_m_8,dist_m_9,dist_r,angle_center_0,angle_center_1,angle_center_2,angle_center_3,angle_center_4,angle_center_5,angle_center_6,angle_center_7,angle_center_8,angle_center_9,Ca
756085.625,7519992.5,0,1,0,0,0,0,0,0,0,0,1799.2678944219933,367.1986181112081,983.1055962278514,2691.5019521983086,415.69091724740076,1144.3296755190177,2430.258444559306,985.7274425019613,1801.0121531388186,1959.5647307622621,1880.5738928572973,513.5267575754551,1384.796176470467,2712.6525624999776,566.8960606057663,1609.5387941178633,2936.469000000041,1000.498790698126,2412.684499999741,2330.4317096774466,0.883345300259875,3.0953172455329656,-2.2069779395044975,2.445375227471941,3.1337031570690077,2.0882334340480404,-2.460454450375305,2.902608185804887,-3.1264928542993347,2.682418021306057,-2.92798442049796,58
756908.438,7520203.5,0,0,0,0,0,0,0,1,0,0,1017.9778182588537,610.506919746656,844.2689383948143,1882.9811872888151,841.6763980414283,513.8368054487048,1727.6675245947517,254.88450097363943,1282.6685889251642,1111.1774574421272,1268.7608928573318,689.0135151511058,909.9874117646832,2100.839562500012,1189.4623939391458,575.7257941178977,2324.6560000000754,358.91834883682895,1800.8714999997756,1296.618709677481,0.496041735957515,2.848373045083236,-0.13862981832900986,1.4895692435636303,3.0179444723019526,0.7476537106219607,-1.6999252825323163,2.6690952943018718,2.2636413207049184,2.2359602528863745,-2.9565871744763945,22
756805.688,7520204.0,0,0,0,0,0,0,0,1,0,0,1116.8690797201455,508.8581313404473,842.6815252252461,1985.0457336267718,769.8810088236131,536.3523364040557,1819.9766977668623,330.4177098051354,1348.8844914759059,1212.2372016801091,1372.0108928573318,585.7635151511058,876.2331764705013,2204.089562500012,1087.2123939391458,677.9757941178977,2427.9060000000754,462.16834883682895,1904.1214999997756,1398.868709677481,0.6493316888436872,2.874538255728522,-0.16556283910503328,1.6114490721273085,3.0240785351414097,0.8390005527703579,-1.8911861599692374,2.694547534556964,2.504260195783037,2.29570194201156,-2.9725851611060463,42
757092.188,7520407.0,0,0,0,0,0,1,0,0,0,0,934.3812484660352,797.350513897876,1075.0001840834598,1740.287748736496,1115.0460412108066,327.8685289349715,1677.6993580985627,400.16494883765864,1356.5539018727768,908.4659328790033,1288.5108928573318,907.5362424245104,1297.2374117646832,2120.589562500012,1576.7123939391458,423.64185294136405,2344.4060000000754,420.5642093018396,1820.6214999997756,909.3687096774811,0.8193334520859876,2.579821058525206,0.14997690497002228,1.3339346457179202,2.888519246465007,0.7694378636496825,-1.203997981355599,2.5105791185645208,1.5184241499898885,2.035456661394603,-3.140598421530386,30
755908.0,7519686.5,0,0,0,0,1,0,0,0,0,0,1987.4906746401625,719.9211484827612,986.8106175530396,2883.140695998319,387.21358367557826,1480.3611658815103,2553.0535778091953,1206.6871269185376,1858.4551989357153,2213.508802277759,2197.7346071427455,997.1517575754551,1256.421176470467,3153.8088124999776,438.52106060576625,2093.1637941178633,2808.094000000041,1484.123790698126,2284.309499999741,2814.0567096774466,0.5378555477799667,-3.0292716463964307,-2.1528803249104325,2.806536441515238,-3.042662112844584,2.998358586347016,-2.3753240309535024,3.0359219179492536,-2.8724332225901064,2.8735376911955193,-2.8096192126406607,80
758190.063,7520426.0,0,0,0,0,0,0,0,0,0,1,601.0991717062172,1891.3261414427527,1718.984566511445,742.5153818771636,2058.436500445081,1248.8959081635544,1040.9419025462773,1194.5728685667962,1325.602080298448,190.27206320543723,823.82839285722,2024.4112424245104,2414.112411764683,1041.714562500012,2693.587393939146,1502.516852941364,1265.5310000000754,1537.4392093018396,1721.700868420885,207.5062903225189,0.31654021858880765,1.0345752014976572,0.07310186652245337,0.6674198139549569,2.4824691622590986,0.3964054671646668,-0.23192363496450719,1.820019671243949,0.3580320618552267,1.1921896895119566,0.09525397047310592,13
758294.563,7520425.0,0,0,0,0,0,0,0,0,0,1,659.8417357140833,1995.4926710574784,1801.6319787638506,662.3156455850092,2154.8421743235353,1351.0244576697273,1019.2168730091981,1292.641616294462,1366.7786614602815,294.40635753842116,927.32839285722,2127.9112424245104,2517.612411764683,936.2145625000121,2797.087393939146,1608.016852941364,1160.0310000000754,1640.9392093018396,1825.200868420885,311.0062903225189,0.4461772294833904,0.8972263350184652,0.06877727071768758,0.6310742581453425,2.386889146468055,0.37725188064207466,-0.21486456180860933,1.7207366746045847,0.32897374191948797,1.1208161739797273,0.058104717448382116,9
758507.625,7520027.0,0,0,0,1,0,0,0,0,0,0,635.6561859643953,2219.222121618749,1795.3808605728502,275.1226641198681,2251.4354488186673,1679.531815691658,612.8060889071029,1436.518870813629,1159.9777016306518,634.1193780322934,742.3903928572545,2464.7005151511403,2332.6744117647177,325.15256249997765,2612.1493939391803,2219.0788529413985,670.593499999959,1456.001209301874,1640.2628684209194,887.8747419356368,0.4489555001167339,0.18628917423709362,-0.11781972697147457,0.37942535614220935,2.93760072482538,0.17670499942275633,-0.4207905670807461,1.4713970120256505,0.013655851769577156,0.8007508984601681,-0.644352164685312,9
758511.313,7519932.0,0,0,0,1,0,0,0,0,0,0,628.7573142380738,2236.0243778082645,1765.8948736843356,268.61556517713603,2240.3462584280865,1723.8110260327212,518.8063392072376,1442.0446420862936,1096.5061689963484,698.0379801602766,651.07839285722,2563.388515151106,2241.362411764683,304.9958125000121,2520.837393939146,2317.766852941364,579.2814999999246,1515.456651163171,1548.950868420885,986.5627419356024,0.51775690633926,0.03616196189133517,-0.15982978102953196,0.3286591047330241,-2.9948892243155307,0.13465938385164292,-0.4702397519910365,1.4461494788283102,-0.052299419166417095,0.7379800026240062,-0.7501830467966035,7
758411.938,7519225.5,0,0,0,0,0,0,1,0,0,0,864.493531374328,2360.701676896109,1577.9185412463783,830.3421977540703,2159.1524453224047,2068.5157700386935,194.86489496348557,1552.0351456027363,712.5366310731007,1251.8915055248324,1212.7391071426682,3170.513515151106,1708.5168235294987,1110.870812500012,2526.4169393941993,2924.891852941364,226.59350000007544,2122.581651163171,743.075868420885,1593.6877419356024,0.2734805292326002,-0.9123537917868608,-0.4667880516098703,-0.08662397948283757,-2.0260659433470085,-0.18903424733052296,-0.8025683224269459,-1.7507346265840642,-0.5279686647853283,0.04383449816297445,-1.23604905619042,8
758411.375,7519326.0,0,0,0,0,0,0,1,0,0,0,787.0302864845197,2316.701125867708,1571.8517613030092,741.674423285689,2141.9852405485817,1997.0579103639673,97.86058694197528,1503.4112565691046,723.3833233887192,1157.2410093934554,1111.6761071427027,3069.4505151511403,1607.453823529533,1010.9338124999776,2425.3539393942337,2823.8288529413985,126.65650000004098,2021.5186511632055,843.0128684209194,1492.6247419356368,0.13528178460562693,-0.834706715518747,-0.42814808460097376,-0.022914284053751566,-2.0863660581610906,-0.14298408167968904,-0.7677957964919838,-1.941342774671074,-0.47038006049630443,0.18311552705545292,-1.2079738055370144,6
758408.188,7520032.0,0,0,0,1,0,0,0,0,0,0,539.3705037743931,2119.8974150310178,1705.3723930093454,373.8219009800117,2154.542255615382,1587.136233385429,615.9933901139937,1337.174532119199,1096.9000293420943,554.4254837291586,647.95339285722,2360.263515151106,2238.237411764683,429.5895625000121,2517.712393939146,2114.641852941364,653.4060000000754,1361.5642093018396,1545.825868420885,783.4377419356024,0.6930707155176087,0.22955786087296973,-0.12099121476511993,0.40374768348435613,2.9784005262978694,0.18710268879862244,-0.44350916699986626,1.6335406769707534,0.018410214291519063,0.869055046896616,-0.745045091782466,1
758309.438,7519425.0,0,0,0,0,0,0,1,0,0,0,645.285273765116,2183.3838625490575,1470.8513252685889,719.0693599601933,2028.6988979779055,1854.9595007118191,137.59494826898887,1368.3219331857206,651.5700291279226,1030.2653195667433,910.7391071426682,2868.513515151106,1532.4874117646832,1013.8708125000121,2224.4169393941993,2622.891852941364,145.15600000007544,1820.581651163171,840.075868420885,1291.6877419356024,0.2132311922541618,-0.8487743872318764,-0.40628074519710106,0.04283543744118795,-2.2787653181145746,-0.10183084220722251,-0.7675669865516358,3.0850106087498896,-0.43964575301820974,0.36195603000165855,-1.2664038993470257,3
758000.688,7520221.5,0,0,0,0,0,0,0,0,0,1,333.68728434688023,1698.1970824558136,1444.320064745557,815.6865939745605,1808.4816467233356,1137.750614254545,919.7258404895408,953.7920297297441,1070.3037748951465,186.40322900220306,429.95339285722,1763.2635151511058,2020.2374117646832,1026.589562500012,2299.712393939146,1517.641852941364,1250.4060000000754,1143.5642093018396,1327.825868420885,186.4377419356024,0.5586165183580386,1.210246095355654,-0.039088831307284,0.6373645943624671,2.8297871297913506,0.3324832944302759,-0.4467584802329804,2.0772312557069457,0.22641911545849122,1.286109512718515,-1.5706111576353137,10
757906.625,7520223.0,0,0,0,0,0,0,0,0,0,1,314.6229016694107,1604.1487933868925,1370.8104720907118,906.0894087712244,1720.3594787005252,1053.0047415581555,970.0959891174014,862.7620537896473,1049.2525211166524,207.43808399791487,337.3903928572545,1667.7005151511403,1927.6744117647177,1122.1525624999776,2207.1493939391803,1422.0788529413985,1345.969000000041,1051.001209301874,1235.2628684209194,278.93170967744663,0.6593229001996809,1.4955297068817095,-0.04044595165160351,0.6790895895390694,2.860063325576794,0.35115443048854006,-0.4840762014461368,2.1613722444049417,0.2525913916411708,1.3726583147770965,-2.04124310743204,10
758009.688,7520122.0,1,0,0,0,0,0,0,0,0,0,247.6151041560203,1713.9443229918277,1394.9543591153285,782.0197156017356,1787.1465406641744,1191.9510940673708,829.3338636605832,945.421286615323,978.0208314308724,286.045935136776,339.45339285722,1871.7635151511058,1929.7374117646832,918.0895625000121,2209.212393939146,1626.141852941364,1141.9060000000754,1053.0642093018396,1237.325868420885,294.9377419356024,0.8656480436878797,1.0335559963064715,-0.09692474688688249,0.5761626983197431,2.947628623120107,0.2781866557764361,-0.5188422215707765,2.1259564066950194,0.12153197215110413,1.2486956437938728,-1.5392069288356685,3
758104.563,7519621.5,0,0,0,0,0,0,1,0,0,0,363.2013733709621,1920.1121477508968,1290.9741920548538,758.0010521178002,1813.3407567755107,1571.0842795526405,398.5796287778349,1103.0242627538105,588.3212293442648,793.2384389961887,509.3641071426682,2467.138515151106,1524.1124117646832,1022.2458125000121,1823.0419393941993,2221.516852941364,546.5310000000754,1419.206651163171,831.700868420885,890.3127419356024,0.9112391781904329,-0.9145848860740018,-0.3544174954953013,0.2023782380398009,-2.661984490805302,-0.005364308579633348,-0.7681147553211601,2.603472111121994,-0.3574019633422674,0.8127407237272021,-1.4394247228170978,1
